book_name,book_url,source_list,author,rating,synopsis,pages,pub_date,genres,img_url,data_source,genres_clean
Martin Eden by Jack London,http://books.google.de/books?id=Xbv5zQEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Jack London,4.18,"First serialized in 1908, ""Martin Eden"" is Jack London's classic and tragic tale of its title character and his struggle to become a writer. Martin Eden is an idealistic and self-educated young man who struggles to overcome poverty and a lack of opportunities in a quest to become an educated and successful artist. He hopes to find acceptance in the world of the wealthy and refined, though he finds it hard to shake off his coarse working-class background. Eden falls in love with Ruth Morse, but he feels that he is not good enough to win her hand, as she comes from a bourgeois family. Eden hopes that she will wait for him while he seeks to establish himself as a successful writer and improve his social status so that he may one day feel worthy of his true love. The novel is heartbreaking, tragic, and rich with the themes of class struggle and prejudice. It is also hopeful in its faith in art to transform lives and has inspired countless young writers and artists to follow their dreams. ""Martin Eden"" remains one of Jack London's best-loved works. This edition is printed on premium acid-free paper.",60.0,2020,general,http://books.google.com/books/content?id=Xbv5zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['literary']
Moll Flanders Illustrated,http://books.google.de/books?id=5yHVzQEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Daniel Defoe,3.52,"By 1721, Defoe had become a recognized novelist, with the success of Robinson Crusoe in 1719. His political work was tapering off at this point, due to the fall of both Whig and Tory party leaders with whom he had been associated (Robert Walpole was beginning his rise). Defoe was never fully at home with the Walpole group. Defoe's Whig views are nevertheless evident in the story of Moll. The novel's full title gives some insight into this and the outline of the plot: ""The Fortunes & Misfortunes of the Famous Moll Flanders, &c. Who was Born in Negate, & during a Life of continued Variety for Threescore Years, besides her Childhood, was Twelve Year a Whore, five times a Wife (whereof once to her own Brother), Twelve Year a Thief, Eight Year a Transported Felon in Virginia, at last grew Rich, liv'd Honest, & died a Penitent. Written from her own Memorandums.""",384.0,2020,"Fiction, romance, general|Fiction, action & adventure",http://books.google.com/books/content?id=5yHVzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,"['adventure', 'fiction', 'literary', 'romance']"
As You Like It Annotated,http://books.google.de/books?id=DvUqzgEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,William Shakespeare,3.84,"As You Like It is a pastoral comedy by William Shakespeare believed to have been written in 1599 and first published in the First Folio in 1623. The play's first performance is uncertain, though a performance at Wilton House in 1603 has been suggested as a possibility.As You Like It follows its heroine Rosalind as she flees persecution in her uncle's court, accompanied by her cousin Celia to find safety and, eventually, love, in the Forest of Arden. In the forest, they encounter a variety of memorable characters, notably the melancholy traveller Jaques who speaks many of Shakespeare's most famous speeches (such as ""All the world's a stage"", ""too much of a good thing"" and ""A fool! A fool! I met a fool in the forest""). Jaques provides a sharp contrast to the other characters in the play, always observing and disputing the hardships of life in the country.",131.0,2020,general,figures/missingcover.png,google_books,['literary']
Pride and Prejudice Annotated,http://books.google.de/books?id=CYIKzgEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Jane Austen,4.28,"Along with the plays of William Shakespeare and the works of Charles Dickens, Jane Austen's novels are among the most beloved books of Western literature. Pride and Prejudice (1813) was in Austen's lifetime her most popular novel, and it was the author's personal favorite. Adapted many times to the screen and stage, and the inspiration for numerous imitations, it remains today her most widely read book. Now, in this beautifully illustrated and annotated edition, distinguished scholar Patricia Meyer Spacks instructs the reader in a larger appreciation of the novel's enduring pleasures and provides analysis of Darcy, Elizabeth Bennet, Lady Catherine, and all the characters who inhabit the world of Pride and Prejudice.",464.0,2020,general,http://books.google.com/books/content?id=CYIKzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['literary']
Unforgettable You,http://books.google.de/books?id=klmAtQEACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,Best Book Boyfriends,Brenda Novak,3.97,"""Jada Richardson's life changed forever when she fell for Maddox Richardson back in high school. Her brother is now crippled and she has a young son she is raising on her own. Then Maddox returns to Silver Springs to try to make amends.""--",0.0,2019,Fiction,http://books.google.com/books/content?id=klmAtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
The Me-generation in a Post-collectivist Space,http://books.google.de/books?id=BwugswEACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Krystyna Szafraniec,4.0,"The book describes socialisation processes and the reaching of adulthood by the youth in 9 post-communist countries in Europe and Asia. The analyses consider internal political transformations and global influences. The comparison shows that the young, disappointed, consumption-oriented generation can hardly be seen as «the driver of the change».",0.0,2018,Post-communism,http://books.google.com/books/content?id=BwugswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['science_fiction']
The Power of Movement in Plants,http://books.google.de/books?id=t8zVugEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Charles Darwin,4.03,"The Power of Movement in Plants By Charles Darwin, 1880 to the light, which are so general throughout the vegetable kingdom, and occasionally from the light, or transversely with respect to it, are all modified We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",210.0,2018,Plants|Irritability and movements|Botany|Irritabiligy and movements|Tropisms|Evolution|Natural history|Effect of light on|Phototropism|Plant Physiological Phenomena,http://books.google.com/books/content?id=t8zVugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Emerging Adults and Substance Use Disorder Treatment,http://books.google.de/books?id=gYY0DwAAQBAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Douglas C. Smith,4.0,"In-depth discussion of how developmental features during emerging adulthood influence diagnosis and treatment Extends beyond the typical coverage of just alcohol use among college students to also focus on treatments for other substances, as well as strong emphasis on non-college emerging adults Addresses current anti-stigma campaigns, and advocates for using humane language when describing individuals with substance related problems.",297.0,2018,Family & Relationships,http://books.google.com/books/content?id=gYY0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
Ruse and Romance,http://books.google.de/books?id=2DlxswEACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Suzanne G. Rogers,4.11,"Unjustly labeled a flirt, Kitty Beaucroft is in need of a fiancé. Lord Philip Butler's father wants him to settle down before he can become a landowner. With no intention of following through, Kitty and Philip enter into a temporary engagement as a means to an end. Unfortunately, someone knows the truth and is determined to expose them. Will the ruse turn into a romance before it's too late?",0.0,2017,Fiction,http://books.google.com/books/content?id=2DlxswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Sense and Sensibility - Illustrated Edition,https://play.google.com/store/books/details?id=qvk6DwAAQBAJ&source=gbs_api,Best Books Ever,Jane Austen,4.08,"SENSE AND SENSIBILITY written by Jane Austen with 41 illustrations by Hugh Thomson. When Elinor Dashwood's father dies, her family's finances are crippled. After the Dashwoods move to a cottage in Devonshire, Elinor's sister Marianne is torn between the handsome John Willoughby and the older Colonel Brandon. Meanwhile, Elinor's romantic hopes with Edward Ferrars are hindered due to his prior engagement. Both Elinor and Marianne strive for love while the circumstances in their lives constantly change.",579.0,2017,Fiction,http://books.google.com/books/content?id=qvk6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
"Rhys Lewis, Minister of Bethel",http://books.google.de/books?id=yVUrswEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,James Harris,3.85,"Rhys Lewis, Minister of Bethel - An Autobiography is an unchanged, high-quality reprint of the original edition of 1888. Hansebooks is editor of the literature on different topic areas such as research and science, travel and expeditions, cooking and nutrition, medicine, and other genres. As a publisher we focus on the preservation of historical literature. Many works of historical writers and scientists are available today as antiques only. Hansebooks newly publishes these books and contributes to the preservation of literature which has become rare and historical knowledge for the future.",450.0,2017,general,http://books.google.com/books/content?id=yVUrswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['literary']
Alice in Wonderland and Through the Looking Glass,http://books.google.de/books?id=ens0MQAACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Lewis Lewis Carroll,4.13,"Why buy our paperbacks? Unabridged (100% Original content) Printed in USA on High Quality Paper 30 Days Money Back Guarantee Standard Font size of 10 for all books Fulfilled by Amazon Expedited shipping BEWARE OF LOW-QUALITY SELLERS Don't buy cheap paperbacks just to save a few dollars. Most of them use low-quality papers & binding. Their pages fall off easily. Some of them even use very small font size of 6 or less to increase their profit margin. It makes their books completely unreadable. About Alice in Wonderland And Through The Looking Glass by Lewis Carroll Alice's Adventures in Wonderland (commonly shortened to Alice in Wonderland) is an 1865 novel written by English author Charles Lutwidge Dodgson under the pseudonym Lewis Carroll. It tells of a girl named Alice falling through a rabbit hole into a fantasy world populated by peculiar, anthropomorphic creatures. The tale plays with logic, giving the story lasting popularity with adults as well as with children. It is considered to be one of the best examples of the literary nonsense genre. Its narrative course and structure, characters and imagery have been enormously influential in both popular culture and literature, especially in the fantasy genre. Through the Looking-Glass, and What Alice Found There (1871) is a novel by Lewis Carroll (Charles Lutwidge Dodgson), the sequel to Alice's Adventures in Wonderland (1865). Set some six months later than the earlier book, Alice again enters a fantastical world, this time by climbing through a mirror into the world that she can see beyond it. Through the Looking-Glass includes such celebrated verses as ""Jabberwocky"" and ""The Walrus and the Carpenter"", and the episode involving Tweedledum and Tweedledee.",200.0,2016,fiction|adventure and adventurers|adventure stories|adventure travel|animals|anthropomorphism|artists' illustrated books|books and reading|british and irish fiction (fictional works by one author)|child and youth fiction|children|children's fiction|children's literature|children's stories|classic literature,https://covers.openlibrary.org/b/id/12617833-L.jpg,google_books,"['adventure', 'childrens', 'classics', 'fiction', 'literary', 'young_adult']"
Game Seven,http://books.google.de/books?id=YbTaCwAAQBAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Paul Volponi,3.78,"Originally published: New York: Viking, 2015.",274.0,2016,Juvenile Fiction,http://books.google.com/books/content?id=YbTaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,"['fiction', 'young_adult']"
Malory Towers,http://books.google.de/books?id=9G8l0QEACAAJ&dq=subject:adventure&hl=&as_pt=BOOKS&source=gbs_api,Books That Should Be Movies,Enid Blyton,3.86,"Darrell Rivers begins her first term at Malory Towers, a castle-like clifftop boarding school in Cornwall. Eager to fit in, make friends, and succeed, she soon discovers that mastering her fierce temper is just as challenging as her schoolwork.",0.0,2016,Adventure,https://covers.openlibrary.org/b/id/14596326-L.jpg,google_books,['adventure']
The Readers’ Advisory Guide to Historical Fiction,http://books.google.de/books?id=P97fBAAAQBAJ&dq=subject:%22historical+fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Historical Fiction,Jennifer S. Baker,3.6,"Whether set in ancient Egypt, Feudal Japan, the Victorian Age, or Civil War-era America, historical fiction places readers squarely at the center of fascinating times and places, making it one of the most popular genres in contemporary publishing. The definitive resource for librarians and other book professionals, this guideProvides an overview of historical fiction’s roots, highlighting foundational classics, and explores the genre in terms of its scope and styleCovers the latest and most popular authors and titlesDiscusses appeal characteristics and shows how librarians can use a reader's favorite qualities to make suggestionsIncludes lists of recommendations, with a compendium of print and web-based resourcesOffers marketing tips for getting the word out to readersEmphasizing an appreciation of historical fiction in its many forms and focusing on what fans enjoy, this guide provides a fresh take on a durable genre.",495.0,2015,Language Arts & Disciplines,http://books.google.com/books/content?id=P97fBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
Ancient Guardians,http://books.google.de/books?id=HS7rwAEACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,S. L. Morgan,4.12,"""As the new Emperor of Pemdas, Levi begins restoring hope to the grieving lands and the people who lost so much during the battle of Armedias. With the healing initiated, Levi moves quickly to make Reece his wife. Not long after their enchanted wedding, the appearance of an enigmatic man coincides with newfound, supernatural powers in Reece that she and Levi struggle to understand. But nothing could have prepared either of them when the impossible is revealed... Emperor Navarre is alive in another galaxy! Tensions grow and questions abound for Levi, Reece, and the Guardians as they race to embark on their dangerous new quest, but throughout it all, one thing is made more and more clear to Levi: The Guardians have vowed to protect 'The Key,' and now 'The Key' must protect them."" --page [4] of cove",568.0,2015,Earth (Planet),http://books.google.com/books/content?id=HS7rwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fantasy']
Me and Mr Jones,http://books.google.de/books?id=xUrIDAEACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,Best Book Boyfriends,Lucy Diamond,3.65,"Meet the women in love with the very different Jones brothers: Izzy is determined to escape her troubled past, but flirtatious Charlie is causing complications. Alicia's been happily married to loyal Hugh for years but secretly craves excitement. Emma's relationship with David was once fun and romantic but trying for a baby has taken its toll. As the future of the family's B&B becomes uncertain, Izzy, Alicia and Emma are thrown together unexpectedly... Me and Mr Jones is a sparkling tale of heartbreak, hope, friendship and love. 'The new queen of the gripping, light-hearted page-turner' EASY LIVING",480.0,2014,Audiobooks,http://books.google.com/books/content?id=xUrIDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Hollowed Humusara,http://books.google.de/books?id=edn0oQEACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Val Richards,4.5,"It begins again! Skylee Porter thinks the worst is over. She has faced her greatest fear, the monstrous black-eyed Brinfrost and survived, with the help of Chrism, her shape-shifting sister. Sky even had the courage to finally admit her true feelings to Will. But something has changed. The three people she trusts the most are acting strange. Will seems distant. Her talkative sister has clammed up. Even Airon is keeping secrets. Soon, Sky discovers the leaders of the Primortus have plans for her. Then, to her dismay, they threaten to take away her magical book. The Humusara, the very thing that tethers her to the world she so desperately wants to protect. And now, the earth is trembling again. Could there be another Day of Disaster?Dark powers are at work. Two prophecies loom on the horizon. One declares she's the hope of humankind. While the other proclaims she'll destroy us all. Sky's destiny awaits her...",436.0,2014,general,http://books.google.com/books/content?id=edn0oQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['literary']
Harry Potter Box Set: the Complete Collection (Children's Paperback),http://books.google.de/books?id=r6UyEAAAQBAJ&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,Best Epic Fantasy,J. K. Rowling,4.74,"A beautiful boxed set containing all seven Harry Potter novels in paperback. These new editions of the classic and internationally bestselling, multi-award-winning series feature instantly pick-up-able new jackets by Jonny Duddle, with huge child appeal, to bring Harry Potter to the next generation of readers. It's time to PASS THE MAGIC ON .",345.0,2014,Fiction,http://books.google.com/books/content?id=r6UyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
The Tutu,http://books.google.de/books?id=iGiUlwEACAAJ&dq=subject:classics&hl=&as_pt=BOOKS&source=gbs_api,Books You Should Read,Sapho (princesse),3.86,"The Tutu is a genuine literary mystery: a lost masterpiece. Published in 1891, it never made it to bookshops. Its existence was only revealed in 1966, by a famous literary hoaxer. It is the ultimate decadent novel', but also outlandishly modern; it is excessive, repellent, infantile and riotously funny. Yet despite its absurdities, its eccentricities and its extravagance, in the end it somehow manages to appear compassionate, poetic, tender... even rational.'",0.0,2013,Fiction,http://books.google.com/books/content?id=iGiUlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Whose History?,http://books.google.de/books?id=5z7uQAAV6dgC&dq=subject:%22historical+fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Historical Fiction,Grant Rodwell,3.67,"Somebody once quipped that any work of Australian historical fiction is a 'burning fuse', travelling over decades through Australian culture and society. In some manner, every newly published Australian historical novel is connected to what it has preceded. Each work belongs to a proud history. Through multiple examples, Grant Rodwell encourages readers to see how a work of historical fiction has evolved. Thus, under various themes, WHOSE HISTORY? examines the traditions in Australian historical fiction, and ponders how Australian historical novels can engage teachers and student teachers. WHOSE HISTORY? aims to illustrate how historical novels and their related genres may be used as an engaging teacher/learning strategy for student teachers in pre-service teacher education courses. It does not argue all teaching of History curriculum in pre-service units should be based on the use of historical novels as a stimulus, nor does it argue for a particular percentage of the use of historical novels in such courses. It simply seeks to argue the case for this particular approach, leaving the extent of the use of historical novels used in History curriculum units to the professional expertise of the lecturers responsible for the units.",280.0,2013,Education,http://books.google.com/books/content?id=5z7uQAAV6dgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
Avalanche of the Undead,http://books.google.de/books?id=qDQ_nwEACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Laura A. Hansen,3.75,"Mountains, snowboarding, parties, skibunnies—it should be a winter paradise for sixteen-year old Charlie and his younger brother Jack. But the temperature plummets on their fun when the undead climb the slopes. A zombie, an avalanche, and the law chase Charlie, while the outgoing Jack leads new friends Maddie and Christian down the slopes and through town as it swarms with the ravenous undead. When the brothers join forces against the zombies to rescue their parents, they learn how much stronger they are together.",264.0,2013,Juvenile Fiction,http://books.google.com/books/content?id=qDQ_nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,"['fiction', 'young_adult']"
100 Questions You'd Never Ask Your Parents,http://books.google.de/books?id=XUUdAAAAQBAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Elisabeth Henderson,3.4,"Collected directly from teens and presented in a simple and accessible Q&A format, this guide provides information about sex, drugs, body, and mood in a way that's honest, nonjudgmental, and responsible.",162.0,2013,Juvenile Nonfiction,http://books.google.com/books/content?id=XUUdAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,"['fiction', 'young_adult']"
Young Adult Health,http://books.google.de/books?id=3X5fnAEACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,American Academy of Pediatrics Section on Adolescent Health,4.0,"Adolescent Medicine: State of the Art Reviews helps you stay up-to-date in key areas of current clinical practice This widely respected resource continues to deliver high-quality, evidence-based information needed for day-to-day diagnostic and management problem-solving. Topics in this issue include Approaching Young Adult Health and Medicine from a Developmental Perspective, Seizing the Opportunity: Improving Young Adult Preventive Health Care, Health Insurance, Patient Protection and Affordable Care Act, and Young Adults, Social Media and Health, Helping Those Who Serve: Care of the Young Adult Veteran, Mental Health Among Late Adolescents and Young Adults from a Population-Level and Clinical Perspective, Nonmedical Use of Prescription Medications in Young Adults, The Transition from Adolescence to Adulthood and Associated Substance Use/Abuse, Young Adults with Type 1 Diabetes: How to Help, Asperger Syndrome in Young Adulthood: The Physician As Supportive Coach and Medical Advisor, Primary Care for Adult Survivors of Childhood Cancer: Medical Needs and Required Strategies, ADHD Diagnosis and Treatment in College Students and Young Adults Book jacket.",0.0,2013,Adolescent medicine,http://books.google.com/books/content?id=3X5fnAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['young_adult']
Treating Complex Trauma in Adolescents and Young Adults,http://books.google.de/books?id=1IoVAyIbtfMC&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,John N. Briere,4.38,"Bad Blood reveals that Bastille is a synth-driven band that isn't particularly arty, something of a rarity during the electronic pop revival of the 2000s and 2010s. Where many of their contemporaries used the glamour of synth-pop's '80s heyday and electronic music's infinite possibilities to craft shiny pop fantasies, Bastille builds on the glossy, anthemic approach they set forth on the Laura Palmer EP (the title track, which is included here, might also be the least arty song inspired by David Lynch's surreal soap opera Twin Peaks). Early highlights like ""Pompeii,"" ""These Streets,"" and the title track boast panoramic choruses and sleek arrangements that hint at a kinship with Empire of the Sun and Delphic, while the handclaps and popping bassline on the otherwise moody ""Icarus"" recall Hot Chip at their most confessional. However, most of Bad Blood suggests that Bastille are actually an electronically enhanced upgrade of sweeping British pop traditionalists like Keane or Coldplay. The band updates ""Oblivion""'s piano balladry with ping-ponging drums and contrasts Dan Smith's throaty singing and searching lyrics (""There's a hole in my soul/Can you fill it?"") with a tumbling beat on ""Flaws."" Like the aforementioned acts, Bastille has a way with heartfelt melodies and choruses that resonate, particularly on the driving ""Things We Lost in the Fire"" and ""Get Home,"" where the slightly processed vocals also evoke Sia, Imogen Heap, and other electronic-friendly singer/songwriters. While the band occasionally gets a little too self-serious on the album's second half, Bad Blood is a solid, polished debut that fans of acts like Snow Patrol (who don't mind more electronics in the mix) might appreciate more than synth-pop aficionados. ~ Heather Phares",273.0,2012,Family & Relationships,http://books.google.com/books/content?id=1IoVAyIbtfMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
Letters of Blood and Other Works in English,https://play.google.com/store/books/details?id=fwKQDp8aLyMC&source=gbs_api,Best Historical Fiction,Göran Printz-Påhlson,4.41,"This collection brings together for the first time select works in English by the major Swedish modernist poet and critic Goran Printz-Pahlson. It was Printz-Pahlson who introduced poetic modernism to Scandinavia, and his essays and poems delve deeply into English, American, and continental modernist traditions. As well as ""Letters of Blood,"" the collection includes the full text of ""The Words of the Tribe,"" a major statement on modern poetics, in which Printz-Pahlson explores the significance of primitivism in Romanticism and Modernism, and the nature of metaphor and literary materialism. The collection also includes essays on style, irony, realism, and the relationship between historical drama and historical fiction, as well as studies of American poetry. Printz-Pahlson's poetry in English continues to explore these themes by different, often surprisingly innovative, means. Minor edits to this book have been made in May 2016.",257.0,2011,Poetry,http://books.google.com/books/content?id=fwKQDp8aLyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
Invincible Iron Man - Stark Resilient,http://books.google.de/books?id=AauUSQAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Matt Fraction,3.82,"Tony Stark, a.k.a. Iron Man, faces a new set of challenges, including the revenge-bent son of Obadadiah Stane.",0.0,2010,"Comic books, strips, etc",http://books.google.com/books/content?id=AauUSQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Tuning in,http://books.google.de/books?id=EWckAQAAMAAJ&dq=featured&hl=&as_pt=BOOKS&source=gbs_api,featured Google,Ronald Wayne Rodman,3.8,"Television has been called the ""boob tube,"" ""goof box,"" and even a ""vast wasteland"" of American culture. Yet, for all its banality, television is in many ways a mirror of culture, and communicates messages within culture through the multiple channels of visual images, language, sound, and music. All of these channels contain their own unique coded messages to create the larger meaningful text of television. As one of these sensory channels, music contributes to meaning in television through its artistic language and through television viewers' association of music with certain aspects of culture. Music has always been an integral part of the American television, even from its earliest days. Like its parent medium of radio, television broadcasts music to entertain viewers with live and video taped performances, but music has also come to play a much larger role in television beyond its pleasurable performance aspects. Music is used in narrative programs to evoke moods and identify characters and setting, it is used to sell products through commercial jingles, and most importantly, music generally aids broadcast television in navigating through the continuous ""flow"" of daily programming. This navigational aspect of television music is a distinctive feature, and functions to transport the viewer through three ""spaces"" of TV: the flow of the televisual apparatus, with commercials, newbreaks, and promos; the storyworld of each narrative program, and the representational space between narrative and flow. As Heard on TV is an examination and analysis of music in American television during the first fifty years of its history. The book focuses on how music has functioned to serve as a navigator through the flow of television and contributing to structure narrative programs, while also conveying meaning to its viewers by correlating with the images and sounds that it accompanies. Drawing from precedents of the cinema and radio, the book examines music in a number of ""classic"" television genres by positing a theory of ""functional musical spaces"" adapted from theories of Charles Morris, Umberto Eco, John Fiske, and others.",372.0,2010,Music,http://books.google.com/books/content?id=EWckAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Sudden Death in the Young,http://books.google.de/books?id=Pvl1c_ge9A8C&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Roger W. Byard,5.0,"Highly illustrated complete overview of pathological aspects of sudden death in the young, from before birth to middle adult life.",701.0,2010,Family & Relationships,http://books.google.com/books/content?id=Pvl1c_ge9A8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['fiction']
Stroke in Children and Young Adults,http://books.google.de/books?id=sPmZpwAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,José Biller,4.0,"The revised and updated second edition of this comprehensive text continues to offer careful critical evaluation and authoritative advice. Tightly focused, this textbook fills the void in the literature by including detailed discussions on such topics as stroke in neonates, strokes caused by migraines, stroke during pregnancy, and more.",0.0,2009,Medical,http://books.google.com/books/content?id=sPmZpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Cerebral Ischemia in Young Adults,http://books.google.de/books?id=2VdnPgAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Alessandro Pezzini,4.0,"The literature concerning cerebral circulation, its control, its relation to the metabolism of the brain and its disorders, including cerebral ischemia, is very large and reflects an interest which goes back to Greek and Arabian medicine and which has greatly intensified, particularly over the past decades. Data of the literature remain, however, too sparse to propose a pragmatic approach to cerebral ischemia when affecting people at young age. The first purpose of this monograph has been therefore to bring together from such a literature a coherent account of how present concepts and approaches have developed. In this, the authors have been guided by what seems to be the important lines of investigation. Secondly, the evidence from studies which form the basis of the present understanding has been reviewed critically and, where possible, an attempt has been made to pose present controversies in terms which would be helpful in everyday clinical practice.",0.0,2009,Brain,http://books.google.com/books/content?id=2VdnPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['young_adult']
The Adolescent and Young Adult Self-harming Treatment Manual,http://books.google.de/books?id=yvoYQVySRHUC&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Matthew D. Selekman,4.5,A detailed treatment protocol for working with self-harming adolescents and young adults.,340.0,2009,Psychology,http://books.google.com/books/content?id=yvoYQVySRHUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
